jogador,rodada,numero,cor,resultado,saldo
1,1113,29,Preto,Derrota,145
1,1114,27,Vermelho,Vitória,150
1,1115,3,Vermelho,Vitória,155
1,1116,18,Vermelho,Vitória,160
1,1117,20,Preto,Derrota,155
1,1118,23,Vermelho,Vitória,160
1,1119,25,Vermelho,Vitória,165
1,1120,9,Vermelho,Vitória,170
1,1121,26,Preto,Derrota,165
1,1122,20,Preto,Derrota,160
1,1123,27,Vermelho,Vitória,165
1,1124,27,Vermelho,Vitória,170
1,1125,36,Vermelho,Vitória,175
1,1126,29,Preto,Derrota,170
1,1127,18,Vermelho,Vitória,175
1,1128,16,Vermelho,Vitória,180
1,1129,4,Preto,Derrota,175
1,1130,15,Preto,Derrota,170
1,1131,27,Vermelho,Vitória,175
1,1132,3,Vermelho,Vitória,180
1,1133,31,Preto,Derrota,175
1,1134,25,Vermelho,Vitória,180
1,1135,21,Vermelho,Vitória,185
1,1136,6,Preto,Derrota,180
1,1137,18,Vermelho,Vitória,185
1,1138,32,Vermelho,Vitória,190
1,1139,0,Verde,Derrota,185
1,1140,28,Preto,Derrota,180
1,1141,33,Preto,Derrota,175
1,1142,16,Vermelho,Vitória,180
1,1143,14,Vermelho,Vitória,185
1,1144,16,Vermelho,Vitória,190
1,1145,34,Vermelho,Vitória,195
1,1146,6,Preto,Derrota,190
1,1147,4,Preto,Derrota,185
1,1148,14,Vermelho,Vitória,190
1,1149,31,Preto,Derrota,185
1,1150,35,Preto,Derrota,180
1,1151,27,Vermelho,Vitória,185
1,1152,26,Preto,Derrota,180
1,1153,2,Preto,Derrota,175
1,1154,20,Preto,Derrota,170
1,1155,22,Preto,Derrota,165
1,1156,28,Preto,Derrota,160
1,1157,14,Vermelho,Vitória,165
1,1158,9,Vermelho,Vitória,170
1,1159,19,Vermelho,Vitória,175
1,1160,33,Preto,Derrota,170
1,1161,14,Vermelho,Vitória,175
1,1162,33,Preto,Derrota,170
1,1163,32,Vermelho,Vitória,175
1,1164,28,Preto,Derrota,170
1,1165,1,Vermelho,Vitória,175
1,1166,7,Vermelho,Vitória,180
1,1167,25,Vermelho,Vitória,185
1,1168,2,Preto,Derrota,180
1,1169,23,Vermelho,Vitória,185
1,1170,12,Vermelho,Vitória,190
1,1171,24,Preto,Derrota,185
1,1172,3,Vermelho,Vitória,190
1,1173,29,Preto,Derrota,185
1,1174,27,Vermelho,Vitória,190
1,1175,25,Vermelho,Vitória,195
1,1176,19,Vermelho,Vitória,200
1,1177,11,Preto,Derrota,195
1,1178,30,Vermelho,Vitória,200
1,1179,11,Preto,Derrota,195
1,1180,36,Vermelho,Vitória,200
1,1181,14,Vermelho,Vitória,205
1,1182,7,Vermelho,Vitória,210
1,1183,32,Vermelho,Vitória,215
1,1184,16,Vermelho,Vitória,220
1,1185,12,Vermelho,Vitória,225
1,1186,7,Vermelho,Vitória,230
1,1187,19,Vermelho,Vitória,235
1,1188,8,Preto,Derrota,230
1,1189,16,Vermelho,Vitória,235
1,1190,1,Vermelho,Vitória,240
1,1191,1,Vermelho,Vitória,245
1,1192,22,Preto,Derrota,240
1,1193,22,Preto,Derrota,235
1,1194,19,Vermelho,Vitória,240
1,1195,7,Vermelho,Vitória,245
1,1196,5,Vermelho,Vitória,250
1,1197,35,Preto,Derrota,245
1,1198,32,Vermelho,Vitória,250
1,1199,29,Preto,Derrota,245
1,1200,31,Preto,Derrota,240
1,1201,32,Vermelho,Vitória,245
1,1202,34,Vermelho,Vitória,250
1,1203,15,Preto,Derrota,245
1,1204,24,Preto,Derrota,240
1,1205,22,Preto,Derrota,235
1,1206,28,Preto,Derrota,230
1,1207,3,Vermelho,Vitória,235
1,1208,13,Preto,Derrota,230
1,1209,14,Vermelho,Vitória,235
1,1210,31,Preto,Derrota,230
1,1211,23,Vermelho,Vitória,235
1,1212,21,Vermelho,Vitória,240
1,1213,16,Vermelho,Vitória,245
1,1214,31,Preto,Derrota,240
1,1215,3,Vermelho,Vitória,245
1,1216,22,Preto,Derrota,240
1,1217,6,Preto,Derrota,235
1,1218,0,Verde,Derrota,230
1,1219,35,Preto,Derrota,225
1,1220,21,Vermelho,Vitória,230
1,1221,25,Vermelho,Vitória,235
1,1222,36,Vermelho,Vitória,240
1,1223,26,Preto,Derrota,235
1,1224,1,Vermelho,Vitória,240
1,1225,0,Verde,Derrota,235
1,1226,1,Vermelho,Vitória,240
1,1227,27,Vermelho,Vitória,245
1,1228,14,Vermelho,Vitória,250
1,1229,11,Preto,Derrota,245
1,1230,6,Preto,Derrota,240
1,1231,35,Preto,Derrota,235
1,1232,12,Vermelho,Vitória,240
1,1233,13,Preto,Derrota,235
1,1234,11,Preto,Derrota,230
1,1235,16,Vermelho,Vitória,235
1,1236,9,Vermelho,Vitória,240
1,1237,14,Vermelho,Vitória,245
1,1238,35,Preto,Derrota,240
1,1239,18,Vermelho,Vitória,245
1,1240,20,Preto,Derrota,240
1,1241,29,Preto,Derrota,235
1,1242,15,Preto,Derrota,230
1,1243,10,Preto,Derrota,225
1,1244,29,Preto,Derrota,220
1,1245,30,Vermelho,Vitória,225
1,1246,13,Preto,Derrota,220
1,1247,16,Vermelho,Vitória,225
1,1248,21,Vermelho,Vitória,230
1,1249,32,Vermelho,Vitória,235
1,1250,31,Preto,Derrota,230
1,1251,35,Preto,Derrota,225
1,1252,15,Preto,Derrota,220
1,1253,27,Vermelho,Vitória,225
1,1254,19,Vermelho,Vitória,230
1,1255,5,Vermelho,Vitória,235
1,1256,19,Vermelho,Vitória,240
1,1257,17,Preto,Derrota,235
1,1258,25,Vermelho,Vitória,240
1,1259,24,Preto,Derrota,235
1,1260,36,Vermelho,Vitória,240
1,1261,15,Preto,Derrota,235
1,1262,18,Vermelho,Vitória,240
1,1263,30,Vermelho,Vitória,245
1,1264,4,Preto,Derrota,240
1,1265,29,Preto,Derrota,235
1,1266,27,Vermelho,Vitória,240
1,1267,29,Preto,Derrota,235
1,1268,15,Preto,Derrota,230
1,1269,23,Vermelho,Vitória,235
1,1270,36,Vermelho,Vitória,240
1,1271,13,Preto,Derrota,235
1,1272,3,Vermelho,Vitória,240
1,1273,25,Vermelho,Vitória,245
1,1274,12,Vermelho,Vitória,250
1,1275,28,Preto,Derrota,245
1,1276,34,Vermelho,Vitória,250
1,1277,21,Vermelho,Vitória,255
1,1278,9,Vermelho,Vitória,260
1,1279,32,Vermelho,Vitória,265
1,1280,3,Vermelho,Vitória,270
1,1281,21,Vermelho,Vitória,275
1,1282,16,Vermelho,Vitória,280
1,1283,36,Vermelho,Vitória,285
1,1284,8,Preto,Derrota,280
1,1285,27,Vermelho,Vitória,285
1,1286,30,Vermelho,Vitória,290
1,1287,14,Vermelho,Vitória,295
1,1288,18,Vermelho,Vitória,300
1,1289,15,Preto,Derrota,295
1,1290,6,Preto,Derrota,290
1,1291,15,Preto,Derrota,285
1,1292,24,Preto,Derrota,280
1,1293,5,Vermelho,Vitória,285
1,1294,35,Preto,Derrota,280
1,1295,24,Preto,Derrota,275
1,1296,35,Preto,Derrota,270
1,1297,5,Vermelho,Vitória,275
1,1298,6,Preto,Derrota,270
1,1299,33,Preto,Derrota,265
1,1300,14,Vermelho,Vitória,270
1,1301,16,Vermelho,Vitória,275
1,1302,15,Preto,Derrota,270
1,1303,28,Preto,Derrota,265
1,1304,9,Vermelho,Vitória,270
1,1305,29,Preto,Derrota,265
1,1306,19,Vermelho,Vitória,270
1,1307,18,Vermelho,Vitória,275
1,1308,22,Preto,Derrota,270
1,1309,36,Vermelho,Vitória,275
1,1310,8,Preto,Derrota,270
1,1311,16,Vermelho,Vitória,275
1,1312,21,Vermelho,Vitória,280
1,1313,24,Preto,Derrota,275
1,1314,28,Preto,Derrota,270
1,1315,26,Preto,Derrota,265
1,1316,20,Preto,Derrota,260
1,1317,9,Vermelho,Vitória,265
1,1318,15,Preto,Derrota,260
1,1319,18,Vermelho,Vitória,265
1,1320,15,Preto,Derrota,260
1,1321,8,Preto,Derrota,255
1,1322,15,Preto,Derrota,250
1,1323,10,Preto,Derrota,245
1,1324,1,Vermelho,Vitória,250
1,1325,11,Preto,Derrota,245
1,1326,29,Preto,Derrota,240
1,1327,36,Vermelho,Vitória,245
1,1328,12,Vermelho,Vitória,250
1,1329,9,Vermelho,Vitória,255
1,1330,2,Preto,Derrota,250
1,1331,0,Verde,Derrota,245
1,1332,10,Preto,Derrota,240
1,1333,1,Vermelho,Vitória,245
1,1334,31,Preto,Derrota,240
1,1335,36,Vermelho,Vitória,245
1,1336,1,Vermelho,Vitória,250
1,1337,17,Preto,Derrota,245
1,1338,12,Vermelho,Vitória,250
1,1339,13,Preto,Derrota,245
1,1340,33,Preto,Derrota,240
1,1341,0,Verde,Derrota,235
1,1342,26,Preto,Derrota,230
1,1343,4,Preto,Derrota,225
1,1344,9,Vermelho,Vitória,230
1,1345,24,Preto,Derrota,225
1,1346,19,Vermelho,Vitória,230
1,1347,28,Preto,Derrota,225
1,1348,16,Vermelho,Vitória,230
1,1349,25,Vermelho,Vitória,235
1,1350,35,Preto,Derrota,230
1,1351,19,Vermelho,Vitória,235
1,1352,20,Preto,Derrota,230
1,1353,8,Preto,Derrota,225
1,1354,18,Vermelho,Vitória,230
1,1355,11,Preto,Derrota,225
1,1356,13,Preto,Derrota,220
1,1357,2,Preto,Derrota,215
1,1358,30,Vermelho,Vitória,220
1,1359,19,Vermelho,Vitória,225
1,1360,14,Vermelho,Vitória,230
1,1361,26,Preto,Derrota,225
1,1362,14,Vermelho,Vitória,230
1,1363,26,Preto,Derrota,225
1,1364,4,Preto,Derrota,220
1,1365,28,Preto,Derrota,215
1,1366,27,Vermelho,Vitória,220
1,1367,28,Preto,Derrota,215
1,1368,23,Vermelho,Vitória,220
1,1369,15,Preto,Derrota,215
1,1370,27,Vermelho,Vitória,220
1,1371,23,Vermelho,Vitória,225
1,1372,29,Preto,Derrota,220
1,1373,31,Preto,Derrota,215
1,1374,30,Vermelho,Vitória,220
1,1375,27,Vermelho,Vitória,225
1,1376,16,Vermelho,Vitória,230
1,1377,18,Vermelho,Vitória,235
1,1378,32,Vermelho,Vitória,240
1,1379,8,Preto,Derrota,235
1,1380,30,Vermelho,Vitória,240
1,1381,15,Preto,Derrota,235
1,1382,22,Preto,Derrota,230
1,1383,13,Preto,Derrota,225
1,1384,12,Vermelho,Vitória,230
1,1385,27,Vermelho,Vitória,235
1,1386,4,Preto,Derrota,230
1,1387,12,Vermelho,Vitória,235
1,1388,1,Vermelho,Vitória,240
1,1389,10,Preto,Derrota,235
1,1390,5,Vermelho,Vitória,240
1,1391,15,Preto,Derrota,235
1,1392,20,Preto,Derrota,230
1,1393,29,Preto,Derrota,225
1,1394,29,Preto,Derrota,220
1,1395,33,Preto,Derrota,215
1,1396,1,Vermelho,Vitória,220
1,1397,3,Vermelho,Vitória,225
1,1398,6,Preto,Derrota,220
1,1399,13,Preto,Derrota,215
1,1400,33,Preto,Derrota,210
1,1401,29,Preto,Derrota,205
1,1402,2,Preto,Derrota,200
1,1403,4,Preto,Derrota,195
1,1404,7,Vermelho,Vitória,200
1,1405,10,Preto,Derrota,195
1,1406,13,Preto,Derrota,190
1,1407,14,Vermelho,Vitória,195
1,1408,3,Vermelho,Vitória,200
1,1409,1,Vermelho,Vitória,205
1,1410,20,Preto,Derrota,200
1,1411,3,Vermelho,Vitória,205
1,1412,0,Verde,Derrota,200
1,1413,6,Preto,Derrota,195
1,1414,5,Vermelho,Vitória,200
1,1415,25,Vermelho,Vitória,205
1,1416,26,Preto,Derrota,200
1,1417,0,Verde,Derrota,195
1,1418,0,Verde,Derrota,190
1,1419,15,Preto,Derrota,185
1,1420,16,Vermelho,Vitória,190
1,1421,27,Vermelho,Vitória,195
1,1422,22,Preto,Derrota,190
1,1423,15,Preto,Derrota,185
1,1424,2,Preto,Derrota,180
1,1425,7,Vermelho,Vitória,185
1,1426,14,Vermelho,Vitória,190
1,1427,13,Preto,Derrota,185
1,1428,19,Vermelho,Vitória,190
1,1429,28,Preto,Derrota,185
1,1430,24,Preto,Derrota,180
1,1431,10,Preto,Derrota,175
1,1432,29,Preto,Derrota,170
1,1433,11,Preto,Derrota,165
1,1434,1,Vermelho,Vitória,170
1,1435,14,Vermelho,Vitória,175
1,1436,5,Vermelho,Vitória,180
1,1437,28,Preto,Derrota,175
1,1438,17,Preto,Derrota,170
1,1439,15,Preto,Derrota,165
1,1440,6,Preto,Derrota,160
1,1441,12,Vermelho,Vitória,165
1,1442,3,Vermelho,Vitória,170
1,1443,18,Vermelho,Vitória,175
1,1444,8,Preto,Derrota,170
1,1445,24,Preto,Derrota,165
1,1446,32,Vermelho,Vitória,170
1,1447,9,Vermelho,Vitória,175
1,1448,9,Vermelho,Vitória,180
1,1449,29,Preto,Derrota,175
1,1450,3,Vermelho,Vitória,180
1,1451,28,Preto,Derrota,175
1,1452,6,Preto,Derrota,170
1,1453,12,Vermelho,Vitória,175
1,1454,7,Vermelho,Vitória,180
1,1455,1,Vermelho,Vitória,185
1,1456,17,Preto,Derrota,180
1,1457,30,Vermelho,Vitória,185
1,1458,22,Preto,Derrota,180
1,1459,25,Vermelho,Vitória,185
1,1460,17,Preto,Derrota,180
1,1461,20,Preto,Derrota,175
1,1462,19,Vermelho,Vitória,180
1,1463,11,Preto,Derrota,175
1,1464,8,Preto,Derrota,170
1,1465,2,Preto,Derrota,165
1,1466,9,Vermelho,Vitória,170
1,1467,13,Preto,Derrota,165
1,1468,27,Vermelho,Vitória,170
1,1469,5,Vermelho,Vitória,175
1,1470,13,Preto,Derrota,170
1,1471,36,Vermelho,Vitória,175
1,1472,3,Vermelho,Vitória,180
1,1473,18,Vermelho,Vitória,185
1,1474,21,Vermelho,Vitória,190
1,1475,5,Vermelho,Vitória,195
1,1476,14,Vermelho,Vitória,200
1,1477,12,Vermelho,Vitória,205
1,1478,33,Preto,Derrota,200
1,1479,34,Vermelho,Vitória,205
1,1480,35,Preto,Derrota,200
1,1481,17,Preto,Derrota,195
1,1482,8,Preto,Derrota,190
1,1483,28,Preto,Derrota,185
1,1484,25,Vermelho,Vitória,190
1,1485,15,Preto,Derrota,185
1,1486,10,Preto,Derrota,180
1,1487,2,Preto,Derrota,175
1,1488,16,Vermelho,Vitória,180
1,1489,3,Vermelho,Vitória,185
1,1490,27,Vermelho,Vitória,190
1,1491,33,Preto,Derrota,185
1,1492,21,Vermelho,Vitória,190
1,1493,17,Preto,Derrota,185
1,1494,18,Vermelho,Vitória,190
1,1495,24,Preto,Derrota,185
1,1496,33,Preto,Derrota,180
1,1497,27,Vermelho,Vitória,185
1,1498,13,Preto,Derrota,180
1,1499,5,Vermelho,Vitória,185
1,1500,6,Preto,Derrota,180
1,1501,10,Preto,Derrota,175
1,1502,4,Preto,Derrota,170
1,1503,0,Verde,Derrota,165
1,1504,9,Vermelho,Vitória,170
1,1505,20,Preto,Derrota,165
1,1506,18,Vermelho,Vitória,170
1,1507,22,Preto,Derrota,165
1,1508,0,Verde,Derrota,160
1,1509,26,Preto,Derrota,155
1,1510,9,Vermelho,Vitória,160
1,1511,16,Vermelho,Vitória,165
1,1512,16,Vermelho,Vitória,170
1,1513,30,Vermelho,Vitória,175
1,1514,30,Vermelho,Vitória,180
1,1515,8,Preto,Derrota,175
1,1516,32,Vermelho,Vitória,180
1,1517,16,Vermelho,Vitória,185
1,1518,13,Preto,Derrota,180
1,1519,5,Vermelho,Vitória,185
1,1520,12,Vermelho,Vitória,190
1,1521,4,Preto,Derrota,185
1,1522,33,Preto,Derrota,180
1,1523,10,Preto,Derrota,175
1,1524,13,Preto,Derrota,170
1,1525,16,Vermelho,Vitória,175
1,1526,28,Preto,Derrota,170
1,1527,36,Vermelho,Vitória,175
1,1528,32,Vermelho,Vitória,180
1,1529,5,Vermelho,Vitória,185
1,1530,2,Preto,Derrota,180
1,1531,16,Vermelho,Vitória,185
1,1532,21,Vermelho,Vitória,190
1,1533,30,Vermelho,Vitória,195
1,1534,21,Vermelho,Vitória,200
1,1535,36,Vermelho,Vitória,205
1,1536,16,Vermelho,Vitória,210
1,1537,0,Verde,Derrota,205
1,1538,18,Vermelho,Vitória,210
1,1539,32,Vermelho,Vitória,215
1,1540,34,Vermelho,Vitória,220
1,1541,25,Vermelho,Vitória,225
1,1542,7,Vermelho,Vitória,230
1,1543,26,Preto,Derrota,225
1,1544,22,Preto,Derrota,220
1,1545,7,Vermelho,Vitória,225
1,1546,15,Preto,Derrota,220
1,1547,7,Vermelho,Vitória,225
1,1548,3,Vermelho,Vitória,230
1,1549,6,Preto,Derrota,225
1,1550,24,Preto,Derrota,220
1,1551,16,Vermelho,Vitória,225
1,1552,32,Vermelho,Vitória,230
1,1553,2,Preto,Derrota,225
1,1554,13,Preto,Derrota,220
1,1555,16,Vermelho,Vitória,225
1,1556,31,Preto,Derrota,220
1,1557,24,Preto,Derrota,215
1,1558,16,Vermelho,Vitória,220
1,1559,3,Vermelho,Vitória,225
1,1560,4,Preto,Derrota,220
1,1561,13,Preto,Derrota,215
1,1562,22,Preto,Derrota,210
1,1563,10,Preto,Derrota,205
1,1564,8,Preto,Derrota,200
1,1565,2,Preto,Derrota,195
1,1566,0,Verde,Derrota,190
1,1567,10,Preto,Derrota,185
1,1568,30,Vermelho,Vitória,190
1,1569,34,Vermelho,Vitória,195
1,1570,36,Vermelho,Vitória,200
1,1571,18,Vermelho,Vitória,205
1,1572,8,Preto,Derrota,200
1,1573,13,Preto,Derrota,195
1,1574,35,Preto,Derrota,190
1,1575,5,Vermelho,Vitória,195
1,1576,5,Vermelho,Vitória,200
1,1577,25,Vermelho,Vitória,205
1,1578,2,Preto,Derrota,200
1,1579,21,Vermelho,Vitória,205
1,1580,31,Preto,Derrota,200
1,1581,26,Preto,Derrota,195
1,1582,16,Vermelho,Vitória,200
1,1583,27,Vermelho,Vitória,205
1,1584,26,Preto,Derrota,200
1,1585,32,Vermelho,Vitória,205
1,1586,5,Vermelho,Vitória,210
1,1587,4,Preto,Derrota,205
1,1588,9,Vermelho,Vitória,210
1,1589,25,Vermelho,Vitória,215
1,1590,31,Preto,Derrota,210
1,1591,22,Preto,Derrota,205
1,1592,12,Vermelho,Vitória,210
1,1593,2,Preto,Derrota,205
1,1594,11,Preto,Derrota,200
1,1595,1,Vermelho,Vitória,205
1,1596,8,Preto,Derrota,200
1,1597,34,Vermelho,Vitória,205
1,1598,28,Preto,Derrota,200
1,1599,33,Preto,Derrota,195
1,1600,9,Vermelho,Vitória,200
1,1601,9,Vermelho,Vitória,205
1,1602,9,Vermelho,Vitória,210
1,1603,3,Vermelho,Vitória,215
1,1604,13,Preto,Derrota,210
1,1605,24,Preto,Derrota,205
1,1606,2,Preto,Derrota,200
1,1607,35,Preto,Derrota,195
1,1608,36,Vermelho,Vitória,200
1,1609,33,Preto,Derrota,195
1,1610,21,Vermelho,Vitória,200
1,1611,32,Vermelho,Vitória,205
1,1612,5,Vermelho,Vitória,210
1,1613,31,Preto,Derrota,205
1,1614,23,Vermelho,Vitória,210
1,1615,28,Preto,Derrota,205
1,1616,24,Preto,Derrota,200
1,1617,31,Preto,Derrota,195
1,1618,13,Preto,Derrota,190
1,1619,22,Preto,Derrota,185
1,1620,30,Vermelho,Vitória,190
1,1621,6,Preto,Derrota,185
1,1622,23,Vermelho,Vitória,190
1,1623,25,Vermelho,Vitória,195
1,1624,4,Preto,Derrota,190
1,1625,14,Vermelho,Vitória,195
1,1626,11,Preto,Derrota,190
1,1627,21,Vermelho,Vitória,195
1,1628,15,Preto,Derrota,190
1,1629,36,Vermelho,Vitória,195
1,1630,15,Preto,Derrota,190
1,1631,25,Vermelho,Vitória,195
1,1632,7,Vermelho,Vitória,200
1,1633,20,Preto,Derrota,195
1,1634,14,Vermelho,Vitória,200
1,1635,21,Vermelho,Vitória,205
1,1636,18,Vermelho,Vitória,210
1,1637,16,Vermelho,Vitória,215
1,1638,10,Preto,Derrota,210
1,1639,7,Vermelho,Vitória,215
1,1640,33,Preto,Derrota,210
1,1641,31,Preto,Derrota,205
1,1642,6,Preto,Derrota,200
1,1643,20,Preto,Derrota,195
1,1644,36,Vermelho,Vitória,200
1,1645,26,Preto,Derrota,195
1,1646,25,Vermelho,Vitória,200
1,1647,35,Preto,Derrota,195
1,1648,32,Vermelho,Vitória,200
1,1649,1,Vermelho,Vitória,205
1,1650,8,Preto,Derrota,200
1,1651,32,Vermelho,Vitória,205
1,1652,26,Preto,Derrota,200
1,1653,13,Preto,Derrota,195
1,1654,7,Vermelho,Vitória,200
1,1655,23,Vermelho,Vitória,205
1,1656,28,Preto,Derrota,200
1,1657,31,Preto,Derrota,195
1,1658,8,Preto,Derrota,190
1,1659,28,Preto,Derrota,185
1,1660,34,Vermelho,Vitória,190
1,1661,8,Preto,Derrota,185
1,1662,2,Preto,Derrota,180
1,1663,2,Preto,Derrota,175
1,1664,19,Vermelho,Vitória,180
1,1665,9,Vermelho,Vitória,185
1,1666,23,Vermelho,Vitória,190
1,1667,4,Preto,Derrota,185
1,1668,29,Preto,Derrota,180
1,1669,6,Preto,Derrota,175
1,1670,26,Preto,Derrota,170
1,1671,34,Vermelho,Vitória,175
1,1672,3,Vermelho,Vitória,180
1,1673,12,Vermelho,Vitória,185
1,1674,10,Preto,Derrota,180
1,1675,19,Vermelho,Vitória,185
1,1676,31,Preto,Derrota,180
1,1677,30,Vermelho,Vitória,185
1,1678,2,Preto,Derrota,180
1,1679,4,Preto,Derrota,175
1,1680,33,Preto,Derrota,170
1,1681,26,Preto,Derrota,165
1,1682,22,Preto,Derrota,160
1,1683,5,Vermelho,Vitória,165
1,1684,3,Vermelho,Vitória,170
1,1685,9,Vermelho,Vitória,175
1,1686,0,Verde,Derrota,170
1,1687,35,Preto,Derrota,165
1,1688,1,Vermelho,Vitória,170
1,1689,6,Preto,Derrota,165
1,1690,35,Preto,Derrota,160
1,1691,0,Verde,Derrota,155
1,1692,34,Vermelho,Vitória,160
1,1693,30,Vermelho,Vitória,165
1,1694,31,Preto,Derrota,160
1,1695,28,Preto,Derrota,155
1,1696,19,Vermelho,Vitória,160
1,1697,8,Preto,Derrota,155
1,1698,6,Preto,Derrota,150
1,1699,21,Vermelho,Vitória,155
1,1700,32,Vermelho,Vitória,160
1,1701,35,Preto,Derrota,155
1,1702,12,Vermelho,Vitória,160
1,1703,22,Preto,Derrota,155
1,1704,2,Preto,Derrota,150
1,1705,36,Vermelho,Vitória,155
1,1706,4,Preto,Derrota,150
1,1707,7,Vermelho,Vitória,155
1,1708,34,Vermelho,Vitória,160
1,1709,14,Vermelho,Vitória,165
1,1710,23,Vermelho,Vitória,170
1,1711,26,Preto,Derrota,165
1,1712,27,Vermelho,Vitória,170
1,1713,13,Preto,Derrota,165
1,1714,22,Preto,Derrota,160
1,1715,2,Preto,Derrota,155
1,1716,8,Preto,Derrota,150
1,1717,27,Vermelho,Vitória,155
1,1718,3,Vermelho,Vitória,160
1,1719,35,Preto,Derrota,155
1,1720,35,Preto,Derrota,150
1,1721,2,Preto,Derrota,145
1,1722,8,Preto,Derrota,140
1,1723,10,Preto,Derrota,135
1,1724,12,Vermelho,Vitória,140
1,1725,23,Vermelho,Vitória,145
1,1726,7,Vermelho,Vitória,150
1,1727,26,Preto,Derrota,145
1,1728,12,Vermelho,Vitória,150
1,1729,26,Preto,Derrota,145
1,1730,4,Preto,Derrota,140
1,1731,30,Vermelho,Vitória,145
1,1732,27,Vermelho,Vitória,150
1,1733,10,Preto,Derrota,145
1,1734,24,Preto,Derrota,140
1,1735,18,Vermelho,Vitória,145
1,1736,28,Preto,Derrota,140
1,1737,6,Preto,Derrota,135
1,1738,15,Preto,Derrota,130
1,1739,16,Vermelho,Vitória,135
1,1740,12,Vermelho,Vitória,140
1,1741,11,Preto,Derrota,135
1,1742,15,Preto,Derrota,130
1,1743,30,Vermelho,Vitória,135
1,1744,24,Preto,Derrota,130
1,1745,2,Preto,Derrota,125
1,1746,32,Vermelho,Vitória,130
1,1747,4,Preto,Derrota,125
1,1748,24,Preto,Derrota,120
1,1749,34,Vermelho,Vitória,125
1,1750,27,Vermelho,Vitória,130
1,1751,0,Verde,Derrota,125
1,1752,33,Preto,Derrota,120
1,1753,19,Vermelho,Vitória,125
1,1754,26,Preto,Derrota,120
1,1755,14,Vermelho,Vitória,125
1,1756,28,Preto,Derrota,120
1,1757,7,Vermelho,Vitória,125
1,1758,28,Preto,Derrota,120
1,1759,7,Vermelho,Vitória,125
1,1760,17,Preto,Derrota,120
1,1761,32,Vermelho,Vitória,125
1,1762,29,Preto,Derrota,120
1,1763,0,Verde,Derrota,115
1,1764,36,Vermelho,Vitória,120
1,1765,31,Preto,Derrota,115
1,1766,32,Vermelho,Vitória,120
1,1767,13,Preto,Derrota,115
1,1768,15,Preto,Derrota,110
1,1769,3,Vermelho,Vitória,115
1,1770,0,Verde,Derrota,110
1,1771,0,Verde,Derrota,105
1,1772,32,Vermelho,Vitória,110
1,1773,0,Verde,Derrota,105
1,1774,20,Preto,Derrota,100
1,1775,8,Preto,Derrota,95
1,1776,6,Preto,Derrota,90
1,1777,5,Vermelho,Vitória,95
1,1778,25,Vermelho,Vitória,100
1,1779,26,Preto,Derrota,95
1,1780,30,Vermelho,Vitória,100
1,1781,27,Vermelho,Vitória,105
1,1782,32,Vermelho,Vitória,110
1,1783,9,Vermelho,Vitória,115
1,1784,18,Vermelho,Vitória,120
1,1785,9,Vermelho,Vitória,125
1,1786,7,Vermelho,Vitória,130
1,1787,14,Vermelho,Vitória,135
1,1788,17,Preto,Derrota,130
1,1789,34,Vermelho,Vitória,135
1,1790,26,Preto,Derrota,130
1,1791,8,Preto,Derrota,125
1,1792,20,Preto,Derrota,120
1,1793,15,Preto,Derrota,115
1,1794,16,Vermelho,Vitória,120
1,1795,36,Vermelho,Vitória,125
1,1796,35,Preto,Derrota,120
1,1797,1,Vermelho,Vitória,125
1,1798,34,Vermelho,Vitória,130
1,1799,32,Vermelho,Vitória,135
1,1800,21,Vermelho,Vitória,140
1,1801,12,Vermelho,Vitória,145
1,1802,26,Preto,Derrota,140
1,1803,22,Preto,Derrota,135
1,1804,5,Vermelho,Vitória,140
1,1805,36,Vermelho,Vitória,145
1,1806,23,Vermelho,Vitória,150
1,1807,27,Vermelho,Vitória,155
1,1808,18,Vermelho,Vitória,160
1,1809,31,Preto,Derrota,155
1,1810,30,Vermelho,Vitória,160
1,1811,0,Verde,Derrota,155
1,1812,34,Vermelho,Vitória,160
1,1813,21,Vermelho,Vitória,165
1,1814,34,Vermelho,Vitória,170
1,1815,24,Preto,Derrota,165
1,1816,15,Preto,Derrota,160
1,1817,9,Vermelho,Vitória,165
1,1818,0,Verde,Derrota,160
1,1819,22,Preto,Derrota,155
1,1820,11,Preto,Derrota,150
1,1821,27,Vermelho,Vitória,155
1,1822,0,Verde,Derrota,150
1,1823,27,Vermelho,Vitória,155
1,1824,20,Preto,Derrota,150
1,1825,30,Vermelho,Vitória,155
1,1826,14,Vermelho,Vitória,160
1,1827,14,Vermelho,Vitória,165
1,1828,18,Vermelho,Vitória,170
1,1829,34,Vermelho,Vitória,175
1,1830,1,Vermelho,Vitória,180
1,1831,17,Preto,Derrota,175
1,1832,18,Vermelho,Vitória,180
1,1833,31,Preto,Derrota,175
1,1834,18,Vermelho,Vitória,180
1,1835,32,Vermelho,Vitória,185
1,1836,16,Vermelho,Vitória,190
1,1837,6,Preto,Derrota,185
1,1838,29,Preto,Derrota,180
1,1839,25,Vermelho,Vitória,185
1,1840,1,Vermelho,Vitória,190
1,1841,34,Vermelho,Vitória,195
1,1842,20,Preto,Derrota,190
1,1843,13,Preto,Derrota,185
1,1844,23,Vermelho,Vitória,190
1,1845,23,Vermelho,Vitória,195
1,1846,6,Preto,Derrota,190
1,1847,11,Preto,Derrota,185
